date,state,total_enrollments,male_enrollments,female_enrollments,child_enrollments,adult_enrollments,senior_enrollments,center_type
2024-03-18,Madhya Pradesh,523,252,271,130,287,104,Permanent
2024-03-18,Maharashtra,374,180,194,93,206,74,Temporary
2024-03-18,Manipur,501,248,253,125,276,100,Permanent
2024-03-18,Meghalaya,371,180,191,92,204,74,Temporary
2024-03-18,Mizoram,367,184,182,91,202,73,Temporary
2024-03-18,Nagaland,558,285,273,139,307,111,Permanent
2024-03-18,Odisha,866,438,428,216,476,173,Permanent
2024-03-18,Punjab,558,278,279,139,307,111,Permanent
2024-03-18,Rajasthan,508,250,257,127,279,101,Temporary
2024-03-18,Sikkim,1021,525,496,255,561,204,Permanent
2024-03-18,Tamil Nadu,400,194,206,100,220,80,Permanent
2024-03-18,Telangana,1038,506,531,259,571,207,Permanent
2024-03-18,Tripura,591,289,301,147,325,118,Permanent
2024-03-18,Uttar Pradesh,906,466,439,226,498,181,Permanent
2024-03-18,Uttarakhand,761,388,372,190,418,152,Permanent
2024-03-18,West Bengal,577,297,280,144,317,115,Temporary
2024-03-18,Delhi,398,197,200,99,219,79,Permanent
2024-03-18,Jammu and Kashmir,323,155,168,80,177,64,Permanent
2024-03-19,Andhra Pradesh,721,356,364,180,396,144,Temporary
2024-03-19,Arunachal Pradesh,491,250,241,122,270,98,Permanent
2024-03-19,Assam,334,162,172,83,183,66,Permanent
2024-03-19,Bihar,313,158,154,78,172,62,Permanent
2024-03-19,Chhattisgarh,583,299,284,145,320,116,Permanent
2024-03-19,Goa,571,275,296,142,314,114,Permanent
2024-03-19,Gujarat,851,424,426,212,468,170,Temporary
2024-03-19,Haryana,761,382,379,190,419,152,Permanent
2024-03-19,Himachal Pradesh,389,187,201,97,214,77,Temporary
2024-03-19,Jharkhand,812,396,415,203,446,162,Permanent
2024-03-19,Karnataka,592,295,296,148,326,118,Permanent
2024-03-19,Kerala,461,229,232,115,254,92,Permanent
2024-03-19,Madhya Pradesh,805,406,399,201,443,161,Temporary
2024-03-19,Maharashtra,268,135,133,67,147,53,Permanent
2024-03-19,Manipur,661,335,325,165,363,132,Temporary
2024-03-19,Meghalaya,915,452,463,228,503,183,Temporary
2024-03-19,Mizoram,562,274,288,140,309,112,Permanent
2024-03-19,Nagaland,664,320,343,166,365,132,Temporary
2024-03-19,Odisha,804,403,400,201,442,160,Temporary
2024-03-19,Punjab,699,351,347,174,384,139,Permanent
2024-03-19,Rajasthan,676,334,341,169,372,135,Temporary
2024-03-19,Sikkim,926,481,445,231,509,185,Permanent
2024-03-19,Tamil Nadu,468,230,238,117,257,93,Permanent
2024-03-19,Telangana,431,208,222,107,237,86,Temporary
2024-03-19,Tripura,707,340,367,176,389,141,Permanent
2024-03-19,Uttar Pradesh,836,429,407,209,460,167,Permanent
2024-03-19,Uttarakhand,866,433,432,216,476,173,Permanent
2024-03-19,West Bengal,340,167,173,85,187,68,Permanent
2024-03-19,Delhi,542,279,263,135,298,108,Temporary
2024-03-19,Jammu and Kashmir,888,442,445,222,488,177,Temporary
2024-03-20,Andhra Pradesh,520,252,268,130,286,104,Permanent
2024-03-20,Arunachal Pradesh,416,201,215,104,229,83,Permanent
2024-03-20,Assam,802,395,407,200,441,160,Permanent
2024-03-20,Bihar,692,345,347,173,381,138,Permanent
2024-03-20,Chhattisgarh,952,460,491,238,523,190,Permanent
2024-03-20,Goa,725,365,360,181,399,145,Permanent
2024-03-20,Gujarat,672,348,324,168,369,134,Permanent
2024-03-20,Haryana,714,346,367,178,392,142,Temporary
2024-03-20,Himachal Pradesh,901,459,441,225,496,180,Permanent
2024-03-20,Jharkhand,453,234,218,113,249,90,Temporary
2024-03-20,Karnataka,956,493,463,239,526,191,Temporary
2024-03-20,Kerala,814,392,421,203,447,162,Permanent
2024-03-20,Madhya Pradesh,874,447,426,218,481,174,Permanent
2024-03-20,Maharashtra,252,125,126,63,138,50,Permanent
2024-03-20,Manipur,769,378,390,192,423,153,Permanent
2024-03-20,Meghalaya,428,207,221,107,235,85,Temporary
2024-03-20,Mizoram,489,238,250,122,268,97,Temporary
2024-03-20,Nagaland,689,330,358,172,379,137,Permanent
2024-03-20,Odisha,786,393,392,196,432,157,Permanent
2024-03-20,Punjab,665,321,344,166,366,133,Permanent
2024-03-20,Rajasthan,767,391,375,191,421,153,Permanent
2024-03-20,Sikkim,370,178,192,92,203,74,Permanent
2024-03-20,Tamil Nadu,447,228,218,111,246,89,Temporary
2024-03-20,Telangana,368,184,184,92,202,73,Permanent
2024-03-20,Tripura,791,402,388,197,435,158,Temporary
2024-03-20,Uttar Pradesh,867,422,445,216,477,173,Permanent
2024-03-20,Uttarakhand,381,188,192,95,209,76,Permanent
2024-03-20,West Bengal,527,261,265,131,289,105,Permanent
2024-03-20,Delhi,428,206,221,107,235,85,Permanent
2024-03-20,Jammu and Kashmir,467,229,237,116,256,93,Permanent
2024-03-21,Andhra Pradesh,728,366,361,182,400,145,Permanent
2024-03-21,Arunachal Pradesh,270,135,135,67,148,54,Temporary
2024-03-21,Assam,615,318,296,153,338,123,Temporary
2024-03-21,Bihar,872,423,448,218,479,174,Temporary
2024-03-21,Chhattisgarh,541,275,265,135,297,108,Temporary
2024-03-21,Goa,353,173,180,88,194,70,Permanent
2024-03-21,Gujarat,848,413,435,212,466,169,Permanent
2024-03-21,Haryana,334,165,168,83,184,66,Permanent
2024-03-21,Himachal Pradesh,762,366,395,190,419,152,Permanent
2024-03-21,Jharkhand,704,362,341,176,387,140,Permanent
2024-03-21,Karnataka,598,293,305,149,329,119,Permanent
2024-03-21,Kerala,389,197,191,97,214,77,Temporary
2024-03-21,Madhya Pradesh,625,311,313,156,343,125,Permanent
2024-03-21,Maharashtra,1030,523,506,257,566,206,Permanent
2024-03-21,Manipur,772,386,385,193,424,154,Temporary
2024-03-21,Meghalaya,459,236,222,114,252,91,Temporary
2024-03-21,Mizoram,666,337,329,166,366,133,Temporary
2024-03-21,Nagaland,459,221,238,114,252,91,Permanent
2024-03-21,Odisha,976,498,478,244,537,195,Temporary
2024-03-21,Punjab,384,188,195,96,211,76,Permanent
2024-03-21,Rajasthan,672,345,326,168,369,134,Temporary
2024-03-21,Sikkim,1055,547,508,263,580,211,Permanent
2024-03-21,Tamil Nadu,770,396,374,192,423,154,Temporary
2024-03-21,Telangana,931,462,469,232,512,186,Temporary
2024-03-21,Tripura,360,181,179,90,198,72,Permanent
2024-03-21,Uttar Pradesh,392,192,200,98,216,78,Permanent
2024-03-21,Uttarakhand,695,352,342,173,382,139,Permanent
2024-03-21,West Bengal,884,428,455,221,486,176,Temporary
2024-03-21,Delhi,985,475,510,246,541,197,Permanent
2024-03-21,Jammu and Kashmir,966,489,477,241,531,193,Permanent
2024-03-22,Andhra Pradesh,938,467,470,234,515,187,Temporary
2024-03-22,Arunachal Pradesh,453,219,234,113,249,90,Permanent
2024-03-22,Assam,823,414,408,205,452,164,Temporary
2024-03-22,Bihar,944,464,480,236,519,188,Permanent
2024-03-22,Chhattisgarh,994,509,484,248,546,198,Permanent
2024-03-22,Goa,272,133,138,68,149,54,Permanent
2024-03-22,Gujarat,376,195,181,94,207,75,Temporary
2024-03-22,Haryana,716,365,350,179,393,143,Permanent
2024-03-22,Himachal Pradesh,524,269,255,131,288,104,Permanent
2024-03-22,Jharkhand,443,216,226,110,244,88,Temporary
2024-03-22,Karnataka,246,125,120,61,135,49,Permanent
2024-03-22,Kerala,1010,490,520,252,556,202,Permanent
2024-03-22,Madhya Pradesh,996,498,497,249,547,199,Temporary
2024-03-22,Maharashtra,470,231,239,117,258,94,Permanent
2024-03-22,Manipur,1030,532,498,257,566,206,Permanent
2024-03-22,Meghalaya,885,444,441,221,486,177,Permanent
2024-03-22,Mizoram,544,274,269,136,299,108,Temporary
2024-03-22,Nagaland,566,273,293,141,311,113,Permanent
2024-03-22,Odisha,940,458,481,235,517,188,Permanent
2024-03-22,Punjab,406,198,208,101,223,81,Permanent
2024-03-22,Rajasthan,852,416,436,213,469,170,Permanent
2024-03-22,Sikkim,454,221,232,113,250,90,Permanent
2024-03-22,Tamil Nadu,707,346,361,176,389,141,Permanent
2024-03-22,Telangana,764,379,385,191,420,152,Permanent
2024-03-22,Tripura,924,457,467,231,508,184,Permanent
2024-03-22,Uttar Pradesh,660,333,326,165,363,132,Permanent
2024-03-22,Uttarakhand,834,418,416,208,459,166,Permanent
2024-03-22,West Bengal,583,283,299,145,320,116,Permanent
2024-03-22,Delhi,891,454,436,222,490,178,Permanent
2024-03-22,Jammu and Kashmir,894,437,457,223,492,178,Permanent
2024-03-23,Andhra Pradesh,262,135,126,65,144,52,Temporary
2024-03-23,Arunachal Pradesh,391,192,198,97,215,78,Permanent
2024-03-23,Assam,354,179,174,88,194,70,Permanent
2024-03-23,Bihar,283,138,144,70,155,56,Permanent
2024-03-23,Chhattisgarh,215,103,112,53,118,43,Temporary
2024-03-23,Goa,443,225,217,110,244,88,Temporary
2024-03-23,Gujarat,550,285,264,137,302,110,Permanent
2024-03-23,Haryana,315,151,164,78,173,63,Permanent
2024-03-23,Himachal Pradesh,521,271,250,130,287,104,Temporary
2024-03-23,Jharkhand,457,236,220,114,251,91,Temporary
2024-03-23,Karnataka,332,161,170,83,182,66,Temporary
2024-03-23,Kerala,146,71,75,36,80,29,Permanent
2024-03-23,Madhya Pradesh,330,164,165,82,181,66,Permanent
2024-03-23,Maharashtra,197,99,97,49,108,39,Permanent
2024-03-23,Manipur,239,122,117,59,131,47,Permanent
2024-03-23,Meghalaya,488,249,239,122,268,97,Permanent
2024-03-23,Mizoram,183,91,91,45,100,36,Permanent
2024-03-23,Nagaland,268,135,132,67,147,53,Temporary
2024-03-23,Odisha,506,252,254,126,278,101,Permanent
2024-03-23,Punjab,174,89,84,43,95,34,Temporary
2024-03-23,Rajasthan,280,138,142,70,154,56,Permanent
2024-03-23,Sikkim,495,256,238,123,272,99,Temporary
2024-03-23,Tamil Nadu,522,268,254,130,287,104,Permanent
2024-03-23,Telangana,324,157,166,81,178,64,Temporary
2024-03-23,Tripura,453,228,225,113,249,90,Temporary
2024-03-23,Uttar Pradesh,345,166,178,86,189,69,Temporary
2024-03-23,Uttarakhand,523,267,256,130,288,104,Permanent
2024-03-23,West Bengal,302,150,152,75,166,60,Permanent
2024-03-23,Delhi,248,128,119,62,136,49,Permanent
2024-03-23,Jammu and Kashmir,201,101,99,50,110,40,Permanent
2024-03-24,Andhra Pradesh,372,183,188,93,204,74,Temporary
2024-03-24,Arunachal Pradesh,518,257,261,129,285,103,Permanent
2024-03-24,Assam,258,130,128,64,142,51,Temporary
2024-03-24,Bihar,521,253,268,130,286,104,Permanent
2024-03-24,Chhattisgarh,172,85,86,43,94,34,Permanent
2024-03-24,Goa,272,136,135,68,149,54,Temporary
2024-03-24,Gujarat,313,154,158,78,172,62,Temporary
2024-03-24,Haryana,344,174,170,86,189,68,Temporary
2024-03-24,Himachal Pradesh,258,125,133,64,142,51,Permanent
2024-03-24,Jharkhand,481,231,250,120,264,96,Permanent
2024-03-24,Karnataka,547,266,280,136,301,109,Permanent
2024-03-24,Kerala,222,113,108,55,122,44,Permanent
2024-03-24,Madhya Pradesh,386,187,199,96,212,77,Permanent
2024-03-24,Maharashtra,245,121,124,61,134,49,Permanent
2024-03-24,Manipur,388,194,193,97,213,77,Temporary
2024-03-24,Meghalaya,331,170,161,82,182,66,Permanent
2024-03-24,Mizoram,559,282,276,139,307,111,Temporary
2024-03-24,Nagaland,161,79,82,40,89,32,Temporary
2024-03-24,Odisha,567,276,291,141,312,113,Permanent
2024-03-24,Punjab,415,215,199,103,228,83,Permanent
2024-03-24,Rajasthan,535,264,271,133,294,107,Permanent
2024-03-24,Sikkim,455,224,231,113,250,91,Permanent
2024-03-24,Tamil Nadu,228,113,115,57,125,45,Permanent
2024-03-24,Telangana,558,287,270,139,307,111,Permanent
2024-03-24,Tripura,394,198,195,98,216,78,Temporary
2024-03-24,Uttar Pradesh,275,137,137,68,151,55,Temporary
2024-03-24,Uttarakhand,471,242,229,117,259,94,Temporary
2024-03-24,West Bengal,496,240,256,124,272,99,Temporary
2024-03-24,Delhi,463,234,228,115,255,92,Permanent
2024-03-24,Jammu and Kashmir,295,151,143,73,162,59,Permanent
2024-03-25,Andhra Pradesh,272,138,134,68,149,54,Permanent
2024-03-25,Arunachal Pradesh,603,309,294,150,331,120,Permanent
2024-03-25,Assam,722,354,368,180,397,144,Temporary
2024-03-25,Bihar,366,189,177,91,201,73,Permanent
2024-03-25,Chhattisgarh,585,289,295,146,322,117,Permanent
2024-03-25,Goa,447,218,228,111,245,89,Permanent
2024-03-25,Gujarat,784,379,404,196,431,156,Permanent
2024-03-25,Haryana,582,301,280,145,320,116,Permanent
2024-03-25,Himachal Pradesh,654,335,319,163,359,130,Permanent
2024-03-25,Jharkhand,383,199,184,95,211,76,Permanent
2024-03-25,Karnataka,539,274,265,134,296,107,Permanent
2024-03-25,Kerala,504,242,261,126,277,100,Temporary
2024-03-25,Madhya Pradesh,881,453,427,220,484,176,Permanent
2024-03-25,Maharashtra,605,302,302,151,333,121,Permanent
2024-03-25,Manipur,883,446,437,220,486,176,Permanent
2024-03-25,Meghalaya,552,276,275,138,303,110,Permanent
2024-03-25,Mizoram,389,194,195,97,214,77,Permanent
2024-03-25,Nagaland,980,483,497,245,539,196,Permanent
2024-03-25,Odisha,778,401,376,194,427,155,Permanent
2024-03-25,Punjab,746,381,365,186,410,149,Temporary
2024-03-25,Rajasthan,997,504,493,249,548,199,Permanent
2024-03-25,Sikkim,730,371,359,182,401,146,Permanent
2024-03-25,Tamil Nadu,525,257,267,131,289,105,Permanent
2024-03-25,Telangana,508,251,257,127,279,101,Temporary
2024-03-25,Tripura,780,399,380,195,429,156,Permanent
2024-03-25,Uttar Pradesh,613,317,296,153,337,122,Permanent
2024-03-25,Uttarakhand,424,218,206,106,233,84,Permanent
2024-03-25,West Bengal,935,455,480,233,514,187,Permanent
2024-03-25,Delhi,810,396,413,202,445,162,Permanent
2024-03-25,Jammu and Kashmir,312,156,155,78,171,62,Permanent
2024-03-26,Andhra Pradesh,511,261,249,127,281,102,Permanent
2024-03-26,Arunachal Pradesh,546,276,269,136,300,109,Permanent
2024-03-26,Assam,821,398,422,205,451,164,Temporary
2024-03-26,Bihar,706,359,347,176,388,141,Permanent
2024-03-26,Chhattisgarh,970,494,476,242,533,194,Temporary
2024-03-26,Goa,307,159,148,76,169,61,Permanent
2024-03-26,Gujarat,672,329,342,168,369,134,Permanent
2024-03-26,Haryana,325,162,163,81,179,65,Permanent
2024-03-26,Himachal Pradesh,688,333,355,172,378,137,Temporary
2024-03-26,Jharkhand,737,378,358,184,405,147,Temporary
2024-03-26,Karnataka,722,374,348,180,397,144,Permanent
2024-03-26,Kerala,717,370,346,179,394,143,Permanent
2024-03-26,Madhya Pradesh,870,426,443,217,478,174,Permanent
2024-03-26,Maharashtra,856,419,437,214,471,171,Permanent
2024-03-26,Manipur,891,436,454,222,490,178,Permanent
2024-03-26,Meghalaya,656,321,335,164,361,131,Permanent
2024-03-26,Mizoram,686,334,351,171,377,137,Permanent
2024-03-26,Nagaland,643,324,318,160,354,128,Temporary
2024-03-26,Odisha,413,204,209,103,227,82,Permanent
2024-03-26,Punjab,723,360,363,180,398,144,Permanent
2024-03-26,Rajasthan,794,382,411,198,436,158,Temporary
2024-03-26,Sikkim,703,356,346,175,386,140,Permanent
2024-03-26,Tamil Nadu,915,458,457,228,503,183,Permanent
2024-03-26,Telangana,591,303,287,147,325,118,Temporary
2024-03-26,Tripura,353,169,183,88,194,70,Permanent
2024-03-26,Uttar Pradesh,490,237,253,122,269,98,Permanent
2024-03-26,Uttarakhand,443,225,218,110,244,88,Temporary
2024-03-26,West Bengal,577,289,287,144,317,115,Permanent
2024-03-26,Delhi,570,291,279,142,314,114,Temporary
2024-03-26,Jammu and Kashmir,974,489,484,243,535,194,Permanent
2024-03-27,Andhra Pradesh,1032,523,508,258,567,206,Permanent
2024-03-27,Arunachal Pradesh,597,289,308,149,328,119,Temporary
2024-03-27,Assam,875,450,425,218,481,175,Permanent
2024-03-27,Bihar,696,341,355,174,383,139,Temporary
2024-03-27,Chhattisgarh,735,371,364,183,404,147,Permanent
2024-03-27,Goa,420,212,208,105,231,84,Temporary
2024-03-27,Gujarat,489,253,236,122,269,97,Permanent
2024-03-27,Haryana,638,318,319,159,350,127,Temporary
2024-03-27,Himachal Pradesh,597,310,287,149,328,119,Temporary
2024-03-27,Jharkhand,831,413,418,207,457,166,Permanent
2024-03-27,Karnataka,393,200,192,98,216,78,Permanent
2024-03-27,Kerala,567,288,278,141,312,113,Temporary
2024-03-27,Madhya Pradesh,351,180,171,87,193,70,Temporary
2024-03-27,Maharashtra,871,425,446,217,479,174,Permanent
2024-03-27,Manipur,328,158,169,82,180,65,Temporary
2024-03-27,Meghalaya,453,229,223,113,249,90,Temporary
2024-03-27,Mizoram,444,218,226,111,244,88,Permanent
2024-03-27,Nagaland,306,147,158,76,168,61,Permanent
2024-03-27,Odisha,913,465,447,228,502,182,Permanent
2024-03-27,Punjab,388,192,196,97,213,77,Permanent
2024-03-27,Rajasthan,877,438,438,219,482,175,Temporary
2024-03-27,Sikkim,426,220,205,106,234,85,Permanent
2024-03-27,Tamil Nadu,394,195,198,98,216,78,Temporary
2024-03-27,Telangana,933,455,478,233,513,186,Permanent
2024-03-27,Tripura,277,133,143,69,152,55,Temporary
2024-03-27,Uttar Pradesh,429,208,221,107,236,85,Permanent
2024-03-27,Uttarakhand,749,372,376,187,411,149,Temporary
2024-03-27,West Bengal,767,386,381,191,422,153,Permanent
2024-03-27,Delhi,843,424,418,210,464,168,Temporary
2024-03-27,Jammu and Kashmir,484,251,233,121,266,96,Permanent
2024-03-28,Andhra Pradesh,968,487,481,242,532,193,Temporary
2024-03-28,Arunachal Pradesh,734,359,374,183,403,146,Permanent
2024-03-28,Assam,964,498,466,241,530,192,Permanent
2024-03-28,Bihar,472,241,231,118,259,94,Temporary
2024-03-28,Chhattisgarh,641,326,314,160,352,128,Permanent
2024-03-28,Goa,423,206,216,105,232,84,Permanent
2024-03-28,Gujarat,497,257,240,124,273,99,Temporary
2024-03-28,Haryana,273,131,141,68,150,54,Permanent
2024-03-28,Himachal Pradesh,906,452,453,226,498,181,Temporary
2024-03-28,Jharkhand,954,469,484,238,524,190,Permanent
2024-03-28,Karnataka,609,311,297,152,335,121,Permanent
2024-03-28,Kerala,815,408,407,203,448,163,Permanent
2024-03-28,Madhya Pradesh,809,415,393,202,445,161,Permanent
2024-03-28,Maharashtra,729,366,363,182,401,145,Permanent
2024-03-28,Manipur,878,439,438,219,483,175,Permanent
2024-03-28,Meghalaya,598,307,291,149,328,119,Permanent
2024-03-28,Mizoram,451,234,217,112,248,90,Temporary
2024-03-28,Nagaland,917,471,446,229,504,183,Permanent
2024-03-28,Odisha,765,387,377,191,420,153,Permanent
2024-03-28,Punjab,588,294,293,147,323,117,Permanent
2024-03-28,Rajasthan,815,402,412,203,448,163,Permanent
2024-03-28,Sikkim,401,193,207,100,220,80,Temporary
2024-03-28,Tamil Nadu,924,459,465,231,508,184,Permanent
2024-03-28,Telangana,784,379,404,196,431,156,Temporary
2024-03-28,Tripura,483,247,235,120,266,96,Permanent
2024-03-28,Uttar Pradesh,983,504,478,245,540,196,Permanent
2024-03-28,Uttarakhand,453,224,228,113,249,90,Permanent
2024-03-28,West Bengal,419,217,202,104,230,83,Permanent
2024-03-28,Delhi,936,460,475,234,515,187,Permanent
2024-03-28,Jammu and Kashmir,952,494,457,238,524,190,Permanent
2024-03-29,Andhra Pradesh,329,168,160,82,180,65,Temporary
2024-03-29,Arunachal Pradesh,495,253,241,123,272,99,Permanent
2024-03-29,Assam,576,280,296,144,317,115,Temporary
2024-03-29,Bihar,668,334,334,167,367,133,Permanent
2024-03-29,Chhattisgarh,292,149,143,73,161,58,Temporary
2024-03-29,Goa,515,259,256,128,283,103,Permanent
2024-03-29,Gujarat,602,292,310,150,331,120,Permanent
2024-03-29,Haryana,608,308,299,152,334,121,Permanent
2024-03-29,Himachal Pradesh,603,301,302,150,332,120,Permanent
2024-03-29,Jharkhand,697,343,353,174,383,139,Permanent
2024-03-29,Karnataka,935,483,451,233,514,187,Permanent
2024-03-29,Kerala,956,465,490,239,526,191,Permanent
2024-03-29,Madhya Pradesh,403,206,197,100,221,80,Permanent
2024-03-29,Maharashtra,428,221,206,107,235,85,Temporary
2024-03-29,Manipur,315,159,156,78,173,63,Permanent
2024-03-29,Meghalaya,845,414,430,211,464,169,Permanent
2024-03-29,Mizoram,560,287,272,140,308,112,Permanent
2024-03-29,Nagaland,732,371,361,183,403,146,Permanent
2024-03-29,Odisha,741,378,362,185,407,148,Permanent
2024-03-29,Punjab,408,211,197,102,224,81,Permanent
2024-03-29,Rajasthan,910,442,467,227,500,182,Permanent
2024-03-29,Sikkim,478,238,239,119,262,95,Permanent
2024-03-29,Tamil Nadu,882,441,441,220,485,176,Permanent
2024-03-29,Telangana,767,388,378,191,422,153,Permanent
2024-03-29,Tripura,479,237,242,119,263,95,Permanent
2024-03-29,Uttar Pradesh,331,162,169,82,182,66,Temporary
2024-03-29,Uttarakhand,615,305,309,153,338,123,Permanent
2024-03-29,West Bengal,472,242,229,118,259,94,Permanent
2024-03-29,Delhi,951,478,473,237,523,190,Permanent
2024-03-29,Jammu and Kashmir,687,331,355,171,377,137,Permanent
2024-03-30,Andhra Pradesh,496,251,244,124,272,99,Permanent
2024-03-30,Arunachal Pradesh,511,255,255,127,281,102,Temporary
2024-03-30,Assam,184,91,92,46,101,36,Permanent
2024-03-30,Bihar,477,241,235,119,262,95,Permanent
2024-03-30,Chhattisgarh,289,147,141,72,158,57,Permanent
2024-03-30,Goa,239,121,118,59,131,47,Permanent
2024-03-30,Gujarat,325,163,161,81,178,65,Permanent
2024-03-30,Haryana,213,105,107,53,117,42,Temporary
2024-03-30,Himachal Pradesh,166,82,84,41,91,33,Permanent
2024-03-30,Jharkhand,343,175,168,85,188,68,Permanent
2024-03-30,Karnataka,343,176,166,85,188,68,Permanent
2024-03-30,Kerala,554,268,285,138,304,110,Temporary
2024-03-30,Madhya Pradesh,300,155,145,75,165,60,Permanent
2024-03-30,Maharashtra,191,93,97,47,105,38,Permanent
2024-03-30,Manipur,282,145,137,70,155,56,Temporary
2024-03-30,Meghalaya,345,176,168,86,189,69,Temporary
2024-03-30,Mizoram,410,210,200,102,225,82,Permanent
2024-03-30,Nagaland,257,126,130,64,141,51,Permanent
2024-03-30,Odisha,184,90,94,46,101,36,Temporary
2024-03-30,Punjab,542,267,274,135,298,108,Temporary
2024-03-30,Rajasthan,299,144,155,74,164,59,Temporary
2024-03-30,Sikkim,482,234,247,120,265,96,Permanent
2024-03-30,Tamil Nadu,499,258,240,124,274,99,Permanent
2024-03-30,Telangana,351,180,170,87,193,70,Permanent
2024-03-30,Tripura,460,231,228,115,253,92,Permanent
2024-03-30,Uttar Pradesh,254,129,124,63,139,50,Permanent
2024-03-30,Uttarakhand,587,291,295,146,323,117,Permanent
2024-03-30,West Bengal,568,283,284,142,312,113,Permanent
2024-03-30,Delhi,163,80,83,40,89,32,Permanent
2024-03-30,Jammu and Kashmir,288,143,145,72,158,57,Permanent
2024-03-31,Andhra Pradesh,558,281,276,139,307,111,Permanent
2024-03-31,Arunachal Pradesh,174,87,87,43,96,34,Temporary
2024-03-31,Assam,199,99,99,49,109,39,Permanent
2024-03-31,Bihar,464,227,237,116,255,92,Permanent
2024-03-31,Chhattisgarh,232,113,118,58,127,46,Permanent
2024-03-31,Goa,276,143,133,69,152,55,Temporary
2024-03-31,Gujarat,406,200,205,101,223,81,Permanent
2024-03-31,Haryana,252,126,125,63,138,50,Temporary
2024-03-31,Himachal Pradesh,384,193,190,96,211,76,Permanent
2024-03-31,Jharkhand,512,253,258,128,281,102,Permanent
2024-03-31,Karnataka,470,241,229,117,259,94,Permanent
2024-03-31,Kerala,256,124,132,64,141,51,Permanent
2024-03-31,Madhya Pradesh,314,155,159,78,173,62,Temporary
2024-03-31,Maharashtra,282,146,136,70,155,56,Permanent
2024-03-31,Manipur,260,135,125,65,143,52,Permanent
2024-03-31,Meghalaya,306,156,150,76,168,61,Permanent
2024-03-31,Mizoram,461,233,227,115,253,92,Permanent
2024-03-31,Nagaland,452,231,221,113,248,90,Temporary
2024-03-31,Odisha,521,269,251,130,286,104,Permanent
2024-03-31,Punjab,485,241,244,121,267,97,Temporary
2024-03-31,Rajasthan,280,136,143,70,154,56,Permanent
2024-03-31,Sikkim,281,141,140,70,155,56,Permanent
2024-03-31,Tamil Nadu,577,294,282,144,317,115,Permanent
2024-03-31,Telangana,163,80,83,40,90,32,Permanent
2024-03-31,Tripura,424,208,215,106,233,84,Permanent
2024-03-31,Uttar Pradesh,379,194,184,94,208,75,Permanent
2024-03-31,Uttarakhand,289,146,142,72,159,57,Permanent
2024-03-31,West Bengal,279,137,141,69,153,55,Permanent
2024-03-31,Delhi,582,288,294,145,320,116,Permanent
2024-03-31,Jammu and Kashmir,474,240,234,118,261,94,Permanent
2024-04-01,Andhra Pradesh,735,356,379,183,404,147,Permanent
2024-04-01,Arunachal Pradesh,505,245,259,126,278,101,Permanent
2024-04-01,Assam,837,422,414,209,460,167,Permanent
2024-04-01,Bihar,361,179,181,90,198,72,Permanent
2024-04-01,Chhattisgarh,442,225,217,110,243,88,Permanent
2024-04-01,Goa,806,397,409,201,443,161,Permanent
2024-04-01,Gujarat,924,445,478,231,508,184,Permanent
2024-04-01,Haryana,784,385,398,196,431,156,Permanent
2024-04-01,Himachal Pradesh,875,420,454,218,481,175,Permanent
2024-04-01,Jharkhand,751,373,377,187,413,150,Temporary
2024-04-01,Karnataka,956,489,467,239,526,191,Permanent
2024-04-01,Kerala,383,196,187,95,211,76,Permanent
2024-04-01,Madhya Pradesh,445,230,214,111,244,89,Permanent
2024-04-01,Maharashtra,504,261,242,126,277,100,Permanent
2024-04-01,Manipur,792,395,397,198,435,158,Permanent
2024-04-01,Meghalaya,267,138,128,66,147,53,Permanent
2024-04-01,Mizoram,388,189,199,97,213,77,Permanent
2024-04-01,Nagaland,565,277,287,141,310,113,Permanent
2024-04-01,Odisha,688,335,352,172,378,137,Permanent
2024-04-01,Punjab,287,146,141,71,158,57,Permanent
2024-04-01,Rajasthan,380,187,193,95,209,76,Permanent
2024-04-01,Sikkim,273,137,136,68,150,54,Permanent
2024-04-01,Tamil Nadu,698,345,352,174,384,139,Temporary
2024-04-01,Telangana,287,141,145,71,157,57,Temporary
2024-04-01,Tripura,839,423,416,209,461,167,Permanent
2024-04-01,Uttar Pradesh,615,299,315,153,338,123,Permanent
2024-04-01,Uttarakhand,532,259,273,133,293,106,Permanent
2024-04-01,West Bengal,455,229,226,113,250,91,Permanent
2024-04-01,Delhi,797,403,394,199,438,159,Temporary
2024-04-01,Jammu and Kashmir,801,394,406,200,440,160,Temporary
2024-04-02,Andhra Pradesh,616,311,304,154,338,123,Permanent
2024-04-02,Arunachal Pradesh,770,370,400,192,423,154,Permanent
2024-04-02,Assam,521,269,252,130,286,104,Permanent
2024-04-02,Bihar,763,387,376,190,419,152,Temporary
2024-04-02,Chhattisgarh,614,309,304,153,337,122,Permanent
2024-04-02,Goa,908,452,455,227,499,181,Temporary
2024-04-02,Gujarat,258,127,131,64,142,51,Permanent
2024-04-02,Haryana,787,401,385,196,433,157,Temporary
2024-04-02,Himachal Pradesh,874,449,424,218,480,174,Permanent
2024-04-02,Jharkhand,584,288,296,146,321,116,Permanent
2024-04-02,Karnataka,856,431,424,214,470,171,Permanent
2024-04-02,Kerala,696,353,343,174,383,139,Temporary
2024-04-02,Madhya Pradesh,447,229,217,111,246,89,Permanent
2024-04-02,Maharashtra,1029,528,500,257,566,205,Temporary
